xHistory,uHistory,tHistory,rHistory,JHistory
[59.16102741 56.2851722  55.14307708],"[[104. 104.  40.]
 [104. 104.  40.]
 [104. 104.  40.]
 [104. 104.  40.]]",35.20000000000023,[59.65890647 56.878247   55.74447198],46466.09376884988
[59.38779157 56.8052468  55.3056015 ],"[[104. 104.  40.]
 [104. 104.  40.]
 [104. 104.  40.]
 [104. 104.  40.]]",35.30000000000023,[59.811483   57.13891048 55.91729985],46466.10543742123
[59.74400305 57.26731936 55.51067334],"[[119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]]",35.40000000000023,[59.9298417  57.39762675 56.10313877],53268.94052149929
[60.03378176 57.68104499 55.74724428],"[[119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]]",35.500000000000234,[60.20578478 57.65366656 56.3008275 ],53156.448304189405
[60.26457771 58.0518972  56.00751327],"[[119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]]",35.600000000000236,[60.43901488 57.92332949 56.50806269],53156.4029763984
[60.44323487 58.38470039 56.2849373 ],"[[119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]]",35.70000000000024,[60.63042736 58.20464477 56.72578626],53156.27931780957
[60.57604542 58.68354427 56.57405112],"[[119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]
 [119. 104.  40.]]",35.80000000000024,[60.78079248 58.49620394 56.95463051],53156.07723497622
[60.6688131  58.95178782 56.87029291],"[[119. 104. 104.]
 [119. 104. 104.]
 [119. 104. 104.]
 [119. 104. 104.]]",35.90000000000024,[60.89086981 58.79707757 57.19500928],73635.81154021958
[60.72691514 59.19211953 57.16984548],"[[119. 104. 104.]
 [119. 104. 104.]
 [119. 104. 104.]
 [119. 104. 104.]]",36.00000000000024,[60.96150249 59.10675788 57.44719103],71587.51046372518
[60.75535508 59.53567364 57.46949788],"[[119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]]",36.10000000000024,[60.99369477 59.42513028 57.71135847],78391.0370972312
[60.74499637 59.83984513 57.78099094],"[[119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]]",36.200000000000244,[60.98867344 59.75247622 57.9876592 ],78278.3700268962
[60.70291725 60.10784593 58.09909887],"[[119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]]",36.300000000000246,[60.94793084 60.08951139 58.27625189],78278.09020077754
[60.63572179 60.34189639 58.41937503],"[[119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]]",36.40000000000025,[60.87324641 60.43746623 58.57735235],78277.77586480041
[60.54954432 60.54352802 58.73797471],"[[119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]
 [119. 119. 104.]]",36.50000000000025,[60.76668257 60.79822126 58.89128443],78277.56191875506
[60.25962362 60.71385423 59.05152762],"[[104. 119. 104.]
 [104. 119. 104.]
 [104. 119. 104.]
 [104. 119. 104.]]",36.60000000000025,[59.61738861 61.17451785 59.21854163],71700.21763677608
[59.98032767 60.85134467 59.35820697],"[[104. 119. 104.]
 [104. 119. 104.]
 [104. 119. 104.]
 [104. 119. 104.]]",36.70000000000025,[58.55182456 61.49028801 59.56601079],71592.42212103159
[59.71664283 60.95570511 59.65487565],"[[104. 119. 104.]
 [104. 119. 104.]
 [104. 119. 104.]
 [104. 119. 104.]]",36.80000000000025,[57.60015581 61.74192136 59.92461256],71601.28511424302
[59.47242153 61.02700029 59.93861068],"[[104. 119. 119.]
 [104. 119. 119.]
 [104. 119. 119.]
 [104. 119. 119.]]",36.900000000000254,[56.77883991 61.92193861 60.28548279],78414.76640193068
[58.53910327 61.06590767 60.20673141],"[[ 47.9649236 119.        119.       ]
 [ 40.        119.        119.       ]
 [ 40.        119.        119.       ]
 [ 40.        119.        119.       ]]",37.000000000000256,[56.09168812 62.01895396 60.63960297],61809.56737539626
[57.62299801 61.04917713 60.46116823],"[[ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]]",37.10000000000026,[55.53265079 62.01764925 60.97745266],59887.997140628664
[56.84459766 60.97092261 60.69679041],"[[ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]]",37.20000000000026,[55.08931532 61.89922541 61.2886729 ],59855.13045350219
[56.19975888 60.83117421 60.90753022],"[[ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]]",37.30000000000026,[54.74621125 61.64297889 61.56178873],59853.75820692144
[55.67721603 60.63318397 61.08788493],"[[ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]]",37.40000000000026,[54.4873775  61.22980448 61.784113  ],59851.86921254231
[55.2617334  60.3837465  61.23327117],"[[ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]]",37.50000000000026,[54.29801907 60.64828845 61.9420356 ],59849.54096381164
[54.93673795 60.09294606 61.34036483],"[[ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]
 [ 40. 119. 119.]]",37.600000000000264,[54.1653271  59.90316378 62.02196022],59847.465671577964
[54.68616419 59.64434754 61.40736653],"[[ 40. 104. 119.]
 [ 40. 104. 119.]
 [ 40. 104. 119.]
 [ 40. 104. 119.]]",37.700000000000266,[54.07864525 59.02383953 62.01210094],53269.75494949642
[54.4992681  59.18940235 61.41968274],"[[ 40. 104. 119.]
 [ 40. 104. 119.]
 [ 40. 104. 119.]
 [ 40. 104. 119.]]",37.80000000000027,[54.02918988 58.06799677 61.90507506],53157.6268143996
[54.36200893 58.74657117 61.38105095],"[[ 40. 104. 119.]
 [ 40. 104. 119.]
 [ 40. 104. 119.]
 [ 40. 104. 119.]]",37.90000000000027,[54.00953694 57.11439216 61.70067146],53160.362459128926
[54.26295933 57.84987441 61.29703251],"[[ 40.          47.99153122 119.        ]
 [ 40.          40.         119.        ]
 [ 40.          40.         119.        ]
 [ 40.          40.         119.        ]]",38.00000000000027,[54.01310127 56.2435946  61.40757055],36678.801254471466
[54.20435142 56.97690024 61.12053683],"[[ 40.  40. 119.]
 [ 40.  40. 119.]
 [ 40.  40. 119.]
 [ 40.  40. 119.]]",38.10000000000027,[54.03381849 55.51475644 61.04275619],34757.854606703004
[54.17650384 56.22962244 60.86215408],"[[ 40.  40. 119.]
 [ 40.  40. 119.]
 [ 40.  40. 119.]
 [ 40.  40. 119.]]",38.20000000000027,[54.06613247 54.9519227  60.62837769],34725.14108666822
[54.17030328 55.61658767 60.54302659],"[[ 40.  40. 119.]
 [ 40.  40. 119.]
 [ 40.  40. 119.]
 [ 40.  40. 119.]]",38.300000000000274,[54.10520691 54.54675533 60.18735479],34724.44558220607
[54.17884851 55.13117951 60.18344058],"[[ 40.  40. 104.]
 [ 40.  40. 104.]
 [ 40.  40. 104.]
 [ 40.  40. 104.]]",38.400000000000276,[54.14715492 54.27209412 59.73967534],28146.35731931036
[54.19696573 54.75787292 59.8011889 ],"[[ 40.  40. 104.]
 [ 40.  40. 104.]
 [ 40.  40. 104.]
 [ 40.  40. 104.]]",38.50000000000028,[54.18912324 54.09587615 59.30053904],28033.394707486157
[54.22083134 55.15726123 59.41078248],"[[ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]]",38.60000000000028,[54.22920635 53.98953362 58.88022491],56286.55149340415
[54.23202105 55.51235898 59.09951535],"[[ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]]",38.70000000000028,[54.26626126 53.93091864 58.48491248],53171.663106571505
[54.23329748 55.83476542 58.85550284],"[[ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]]",38.80000000000028,[54.29970262 53.90412123 58.11775925],53177.740131037615
[54.22689927 56.13177618 58.66919444],"[[ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]]",38.90000000000028,[54.32932486 53.89817618 57.7798637 ],53184.23215693505
[54.21465572 56.40800537 58.5326882 ],"[[ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]]",39.000000000000284,[54.35516621 53.905682   57.47099934],53191.12827594174
[54.19806974 56.66631183 58.43928694],"[[ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]
 [ 40. 119. 104.]]",39.100000000000286,[54.37741214 53.92168541 57.19012983],53198.41407353763
[54.17837984 56.90836125 58.38319692],"[[ 40. 119.  48.]
 [ 40. 119.  40.]
 [ 40. 119.  40.]
 [ 40. 119.  40.]]",39.20000000000029,[54.39632993 53.94287679 56.93575413],36726.056436977364
[54.15660771 57.13498806 58.35931586],"[[ 40. 119.  40.]
 [ 40. 119.  40.]
 [ 40. 119.  40.]
 [ 40. 119.  40.]]",39.30000000000029,[54.41222577 53.96704031 56.70613133],34814.00017563254
[54.13359567 57.34644287 58.36307993],"[[ 40. 119.  40.]
 [ 40. 119.  40.]
 [ 40. 119.  40.]
 [ 40. 119.  40.]]",39.40000000000029,[54.42541744 53.99268769 56.49942421],34790.16949312583
[54.11003649 56.97440645 58.3903518 ],"[[40.         52.94590768 40.        ]
 [40.         40.         40.        ]
 [40.         40.         40.        ]
 [40.         40.         40.        ]]",39.50000000000029,[54.4362173  54.01881681 56.31378927],12505.55711643686
[54.09877377 56.5101219  58.3736554 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",39.60000000000029,[54.44492233 54.04475285 56.14743176],9716.453091912976
[54.09946125 56.08322213 58.306464  ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",39.700000000000294,[54.45180858 54.07004346 55.99863822],9627.855777727935
[54.10919751 55.70241015 58.19736   ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",39.800000000000296,[54.45712853 54.09438912 55.8657943 ],9623.904160816923
[54.1255528  55.37163058 58.05516005],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",39.9000000000003,[54.46111031 54.1175965  55.74739328],9620.586713125624
[54.1465093  55.09092399 57.88835813],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.0000000000003,[54.4639581  54.13954689 55.64203863],9617.741973638931
[54.17041283 54.85754158 57.70471403],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.1000000000003,[54.46585316 54.16017463 55.54844275],9615.258882464808
[54.19593035 54.66703755 57.51100333],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.2000000000003,[54.46695533 54.17945217 55.46542343],9613.066858762988
[54.22201003 54.51417055 57.31291236],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.3000000000003,[54.46740463 54.19737959 55.39189895],9611.12334848809
[54.24784276 54.39355477 57.11504355],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.400000000000304,[54.46732303 54.21397716 55.32688237],9609.402642930194
[54.27282522 54.30007386 56.92099366],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.500000000000306,[54.46681614 54.22927988 55.26947558],9607.887579306138
[54.29652532 54.22910613 56.73347161],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.60000000000031,[54.46597486 54.24333354 55.21886314],9606.564259322997
[54.31865073 54.17661663 56.55443141],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.70000000000031,[54.46487698 54.25619164 55.17430631],9605.419207787027
[54.33902098 54.13916506 56.38520381],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.80000000000031,[54.4635886  54.26791312 55.13513719],9604.438207471223
[54.35754343 54.11386617 56.22661741],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",40.90000000000031,[54.4621655  54.27856053 55.10075314],9603.60613242673
[54.37419291 54.0983276  56.07910469],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.00000000000031,[54.46065436 54.28819858 55.07061147],9602.907280910938
[54.38899491 54.09058086 55.9427919 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.100000000000314,[54.45909389 54.29689295 55.04422448],9602.325886348688
[54.40201183 54.08901406 55.81757335],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.200000000000315,[54.45751587 54.30470932 55.02115467],9601.846623601956
[54.41333199 54.092311   55.70317162],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.30000000000032,[54.45594602 54.31171264 55.00101045],9601.455022773749
[54.42306092 54.09939826 55.59918578],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.40000000000032,[54.45440485 54.31796638 54.98344193],9601.137761125143
[54.43131454 54.10940049 55.50512938],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.50000000000032,[54.45290839 54.32353212 54.96813717],9600.882835808743
[54.43821401 54.12160346 55.42046017],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.60000000000032,[54.45146885 54.32846903 54.95481862],9600.679635258475
[54.44388171 54.13542373 55.34460305],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.70000000000032,[54.45009518 54.33283361 54.94323983],9600.518932125698
[54.44843834 54.15038418 55.27696763],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.800000000000324,[54.44879361 54.33667941 54.93318241],9600.392820259342
[54.4520008  54.16609427 55.21696152],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",41.900000000000325,[54.44756807 54.34005685 54.92445325],9600.294615285808
[54.4546807  54.18223417 55.16400021],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.00000000000033,[54.44642062 54.34301316 54.91688195],9600.218734528784
[54.4565834  54.19854207 55.11751435],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.10000000000033,[54.44535175 54.34559228 54.91031845],9600.160568213782
[54.45780734 54.21480409 55.07695495],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.20000000000033,[54.44436074 54.34783487 54.90463087],9600.116350545984
[54.45844377 54.23084609 55.04179699],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.30000000000033,[54.44344585 54.34977838 54.89970358],9600.083036482927
[54.45857664 54.24652713 55.01154179],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.40000000000033,[54.4426046  54.35145711 54.89543537],9600.058187851606
[54.45828266 54.26173427 54.98571847],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.500000000000334,[54.44183393 54.3529023  54.89173783],9600.039870822206
[54.45763149 54.27637817 54.96388464],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.600000000000335,[54.44113038 54.35414231 54.88853389],9600.026565561502
[54.45668598 54.29038968 54.9456266 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.70000000000034,[54.44049018 54.35520271 54.88575652],9600.017088059869
[54.45550253 54.3037169  54.9305591 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.80000000000034,[54.43990943 54.35610649 54.88334746],9600.010523575638
[54.45413144 54.31632275 54.91832479],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",42.90000000000034,[54.43938412 54.3568742  54.88125625],9600.006170801213
[54.45261726 54.32818295 54.90859344],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.00000000000034,[54.43891029 54.35752416 54.87943918],9600.003495670642
[54.45099923 54.33928423 54.90106104],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.10000000000034,[54.438484   54.35807258 54.8778585 ],9600.002093654186
[54.44931167 54.34962284 54.89544875],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.200000000000344,[54.43810142 54.35853379 54.87648165],9600.001659387794
[54.44758431 54.35920316 54.89150171],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.300000000000345,[54.4377589  54.35892038 54.87528056],9600.001962538212
[54.44584275 54.36803659 54.88898796],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.40000000000035,[54.43745292 54.35924336 54.87423108],9600.002828888551
[54.44410875 54.37614038 54.88769712],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.50000000000035,[54.43718017 54.35951235 54.87331246],9600.004125730462
[54.44240065 54.38353676 54.88743925],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.60000000000035,[54.43693753 54.35973567 54.87250686],9600.00575075741
[54.44073365 54.390252   54.88804357],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.70000000000035,[54.4367221  54.35992052 54.87179901],9600.00762376208
[54.43912013 54.39631567 54.88935725],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.80000000000035,[54.43653118 54.36007311 54.87117577],9600.009680544925
[54.43756997 54.40175986 54.89124422],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",43.900000000000354,[54.43636226 54.36019874 54.87062589],9600.011868537018
[54.43609082 54.40661857 54.89358397],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.000000000000355,[54.43621306 54.36030194 54.87013975],9600.014143727787
[54.43468835 54.41092709 54.8962704 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.10000000000036,[54.43608148 54.36038657 54.86970906],9600.01646856503
[54.43336647 54.41472151 54.89921074],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.20000000000036,[54.4359656  54.36045587 54.86932674],9600.018810561847
[54.4321276  54.41803816 54.90232443],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.30000000000036,[54.43586368 54.36051259 54.8689867 ],9600.021141402138
[54.43097285 54.42091329 54.90554207],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.40000000000036,[54.43577416 54.36055901 54.86868369],9600.023436384527
[54.42990218 54.42338265 54.90880449],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.50000000000036,[54.43569561 54.36059706 54.86841323],9600.025674084216
[54.42891464 54.42548117 54.91206173],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.600000000000364,[54.43562676 54.36062832 54.86817142],9600.02783614461
[54.42800845 54.42724272 54.91527218],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.700000000000365,[54.43556646 54.36065409 54.86795492],9600.029907136353
[54.42718118 54.42869987 54.91840171],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.80000000000037,[54.43551369 54.36067547 54.86776081],9600.031874441574
[54.4264299  54.42988375 54.92142288],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",44.90000000000037,[54.43546755 54.36069331 54.86758658],9600.033728136757
[54.42575125 54.43082384 54.92431419],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",45.00000000000037,[54.43542722 54.36070834 54.86743004],9600.035460859019
